Cleaned_Tweets,IsFake
Starlink inter-satellite laser links should be operational by end of year. This will dramatically reduce global latency. Light travels ~40% faster in vacuum/air than in fiber optic cables &amp; satellite path length is shorter (cables follow coastlines).,1
It should be possible to sue law firms for pursuing insane damages claims,0
"Like Karate Kid, but bigger",0
Crazy damages claims like this are a big part of why car insurance costs so much,1
"Multiplayer gaming works pretty well with Starlink, eg League is no problem",1
Civilization will be mostly solar-powered in the future,1
Play video games wherever you want,1
Gasoline fights are so fun tho,1
Two weeks,1
"Psychedelics and MDMA can make a real difference to mental health, especially for extreme depression and PTSD. We should take this seriously.",0
So many times!,1
Gas station lighting is brutal,1
Seems pricey,1
Real talk,1
TRUE,1
Noooo!,1
прости товарищ,0
We’re going deep on roundabouts! Should get noticeably better with 10.13.,0
I heard Top Gun 2 is good. Will check it out.,0
There’s something special about enjoying movies in a theater with total strangers. I hope that never goes away.,0
Doctor Strange in the Multiverse of Madness,1
I don’t even care if it lowers my life expectancy,1
"Diet Coke is amazing, especially the soda fountain version at movie theaters with salt &amp; butter popcorn",0
"If the average length of a tweet (minus headers) is ~100 bytes of text, that’s only 50GB. You could fit it on a USB stick.",1
Only Twitter,1
Glad they’re ok,1
My diabolical plan is coming together!,1
"If little red riding hood was on psychedelics, this whole story makes a ton of sense",1
"We will look into this &amp; adjust. In general, I’d recommend against using recirc, as the range advantage is small.",1
Seems odd that anyone would mistake a talking wolf for their grandmother. What sort of octave range does that wolf have anyway!?,1
I think I saw these in Elden Ring,1
True haha,1
"Yeah, exactly. Also, other companies are using the Tesla name for solar and Powerwall. Will put a stop to that.",1
YouTube seems to be nonstop scam ads,1
It looks like the future,1
cgi irl,0
It will be our best product ever imo,1
"What resolution is life in, 8k? – SJM",0
Correct,0
"There are still some great journalists at WaPo, but the trend is super bad",1
"Most people still think China has a one-child policy. China had its lowest birthdate ever last year, despite having a three-child policy!At current birth rates, China will lose ~40% of people every generation!Population collapse.",1
Romeo and Juliet,1
If chess was released as a video game,1
Such a dapper fellow!,1
The acid test for any two competing socioeconomic systems is which side needs to build a wall to keep people from escaping? That’s the bad one!,0
"Realized what I have in common with environmentalists, but also why they’re so annoyingly wrong: They are conservationists of what is, whereas they should be conservationists of our potential over time, our cosmic endowment.(From a friend)",1
There are so many crazy rules like this that make it extremely difficult to build anything new in California,0
"From Shakespeare’s The Tempest, but I much prefer it literally vs ironically",1
"O wonder!How many goodly creatures are there here!How beauteous mankind is! O brave new world,That has such people in't.",1
Earth could sustain many times its current human population and the ecosystem would be fine. We definitely don’t have “too many people”.,1
This sounds promising,0
We are a brain in a vat – the vat is our skull. All our senses and memories are electrical signals.,1
"Some hate humanity, but I love humanity so much",1
"Build 1000+ Starships to transport life to Mars. Basically, (very) modern Noah’s Arks.",0
Maybe we should make an actual Starship model that dispenses pez for our merch store,1
"Making life multiplanetary expands the scope &amp; scale of consciousness. It also enables us to backup the biosphere, protecting all life as we know it from a calamity on Earth.Humanity is life’s steward, as no other species can transport life to Mars. We can’t let them down.",0
Deck from SpaceX all-hands update talk I gave last week,1
It should be possible,1
That is why we must expand the scope &amp; scale of consciousness – so that we may learn the answers to these questions,0
Accurate,1
"Not perfect, but should be better",0
10.13 will solve your left turn most of the time,1
"Yes, car will navigate to a pin location, even if in a complex surface parking lot or hotel entrance.When in covered or underground parking lots, car will have to navigate using only inertial measurement, wheel movement &amp; vision, as GPS signal is no longer available.",1
"Remarkable, although, as noted, there are big differences between humans and mice. We can cure a mouse of almost any cancer, but most of those cures don’t work with humans.",1
We are close to the point where offering something for EU regulators to review makes sense,0
"Also, FSD Beta 10.12.2 now expanding to 100k cars. 10.13 smooths out intersection control, especially long lefts, and starts to handle roads with no map data at all. Last point is a big deal. Within a few months, FSD should be able to drive to a GPS point with zero map data.",0
"Working on Tesla North American service. Goal is 2/3 of cars receive same-day service, no wait.",1
BTS music videos are ,1
"Total headcount will increase, but salaried should be fairly flat",1
"Sometimes I think my list of enemies is too short, so …",1
Interesting,0
"Ah yes, Maxwell photobombing me at a  Oscars party – you should them why they invited her. The same people who push this photo say nothing about prominent people who actually went to his island a dozen times. Also very strange …",1
Are you saying that this is a far left taunt?,1
Only thing more remarkable than DOJ not leaking the list is that no one in the media cares. Doesn’t that seem odd?,1
Same,1
Four Falcon Heavy flights later this year by an incredible team at SpaceX,0
Sigh,0
Wow,0
Yeah,1
Some of these options should be on by default and explicitly asked of users from time to time,0
Interesting,1
"Fallout 3, NV &amp; 4 were great",1
"They also usually have no sense of humor, apart from mocking the other side",0
"Often, when we announce something, we hear simultaneous criticism that it’s already been done, but also that it’s impossible ",0
"Both the far left &amp; far right have a lot of hate. One could simply replace the word “far” with “loathing”, as they have that emotion a lot, whereas most people, who are moderates, do not.",1
TRUE,0
"My bro &amp; I had dinner at the El Camino Jack in the Box almost every night around late 95. Some people had died from food poisoning a few years earlier, so prices were low.",0
Quality commenters on /.,1
Getty watermark is the coup de grâce,1
Diabolical!,0
"The press always plays along with the class-action law firms, who are the real plaintiffs, not the puppets they find to masquerade as such. Why is this?",0
Sigh,1
Wow,1
Johnny Rotten of The Sex Pistols,0
That is quite the trend,1
Nice work by OpenAI. It is hard to do useful things.,1
Good interview,1
Thanks Mr President!,0
That is its primary purpose,1
"70 is currently the age when you receive maximum social security benefits. In other words, that’s when the govt concludes that you can’t hold a job!!",0
!!,1
"Open primaries sound like a good way to move candidates to be more centrist.Term limits help with the gerontocracy problem, but, frankly, there should be a max age beyond which you can’t run (maybe 70?), just like there are min ages for house, senate &amp; president.",1
"Thanks, and also well done to you for advancing electric vehicles!",0
No,0
"Once again, Bob nails it.Yes, I am endorsing a political candidate because he is competent!",1
"It is rare for me to endorse political candidates. My political leanings are moderate, so neither fully Republican nor Democrat, which I am confident is the case for most Americans.Executive competence is super underrated in politics – we should care about that a lot more!",0
Los Angeles is fortunate to have someone like Rick Caruso running for mayor. He’s awesome.,0
Tesla AI Day  will be epic,1
"Tesla AI Day pushed to Sept 30, as we may have an Optimus prototype working by then",0
Cryogenic proof test passed,1
"Everyone eats same food, uses same restrooms, etc – no executive chef or other ivory tower stuff. There shouldn’t be this workers vs management two-class system. Everyone is a worker.",0
